,index,CUBE NAME,Cube Type,cardID,addedTmsp,added_to_cube_on,details_released_at,details_name,details_full_name,details_artist,details_rarity,details_color_identity,details_colors,details_set,details_cmc,details_parsed_cost,details_type,details_elo,details_popularity,details_cubeCount,details_loyalty,details_power,details_toughness,is_creature,is_land,is_pwer,days_until_added_to_cube
252,252,Golden Gate Cube,Cali Cube Champ,a55c4d47-5252-40af-961d-c08bc688028a,1648918044631,2022-04-02 16:47:24.631000+00:00,2019-06-14,Goblin Engineer,Goblin Engineer [mh1-128],Jehan Choo,rare,['R'],['R'],mh1,2,"['r', '1']",Creature — Goblin Artificer,1281.8999999998455,5.602696901156844,7778,,1,2,True,False,False,1023
253,253,Golden Gate Cube,Cali Cube Champ,1ef87e14-f536-4a2e-b834-55ed0e055800,1648918044631,2022-04-02 16:47:24.631000+00:00,2022-11-18,Chromatic Star,Chromatic Star [brr-74],Yeong-Hao Han,uncommon,[],[],brr,1,['1'],Artifact,1383.1999999999898,5.421174707907741,7526,,,,False,False,False,-230
254,254,Golden Gate Cube,Cali Cube Champ,ff0a314e-4705-4777-a44c-fdf7ec5171fd,1649307386890,2022-04-07 04:56:26.890000+00:00,2011-06-17,Izzet Signet,Izzet Signet [cmd-252],Greg Hildebrandt,common,"['R', 'U']",[],cmd,2,['2'],Artifact,1370.2000000003948,13.331796637517469,18508,,,,False,False,False,3947
255,255,Golden Gate Cube,Cali Cube Champ,c5f9326a-2a41-45b3-97c3-548f0bdc0882,1651944758518,2022-05-07 17:32:38.518000+00:00,2022-04-29,"Jinnie Fay, Jetmir's Second","Jinnie Fay, Jetmir's Second [snc-195]",David Gaillet,rare,"['G', 'R', 'W']","['G', 'R', 'W']",snc,3,"['g-w', 'g', 'r-g']",Legendary Creature — Elf Druid,1219.500000000004,1.099217725786236,1526,,3,3,True,False,False,8
256,256,Golden Gate Cube,Cali Cube Champ,3287775f-7bec-4e8f-bb8d-daf5ce92e4a8,1681681171377,2023-04-16 21:39:31.377000+00:00,2019-06-14,Deep Forest Hermit,Deep Forest Hermit [mh1-161],Chris Seaman,rare,['G'],['G'],mh1,5,"['g', 'g', '3']",Creature — Elf Druid,1265.2999999996669,6.724244738017374,9335,,1,1,True,False,False,1402
257,257,Golden Gate Cube,Cali Cube Champ,39d1578f-e2cf-4b93-8204-ed5434feb183,1651944758518,2022-05-07 17:32:38.518000+00:00,2022-04-29,Big Score,Big Score [snc-102],Gaboleps,common,['R'],['R'],snc,4,"['r', '3']",Instant,1331.400000000079,2.3922031896042526,3321,,,,False,False,False,8
258,258,Golden Gate Cube,Cali Cube Champ,c0e7322c-97b2-49c6-8ed0-8af96362f580,1652053254542,2022-05-08 23:40:54.542000+00:00,2022-04-29,Incubation Druid,Incubation Druid [ncc-296],Daniel Ljunggren,rare,['G'],['G'],ncc,2,"['g', '1']",Creature — Elf Druid,1358.800000000049,7.065679339604973,9809,,0,2,True,False,False,9
259,259,Golden Gate Cube,Cali Cube Champ,54af08f7-9c6c-464e-b2f7-2b5803f36481,1652053254542,2022-05-08 23:40:54.542000+00:00,2019-01-25,Wilderness Reclamation,Wilderness Reclamation [rna-149],Tyler Walpole,uncommon,['G'],['G'],rna,4,"['g', '3']",Enchantment,1189.5999999999212,3.4402777577687176,4776,,,,False,False,False,1199
260,260,Golden Gate Cube,Cali Cube Champ,2c9b1f70-9861-4c66-a52f-c40002679e75,1652053254542,2022-05-08 23:40:54.542000+00:00,2019-07-12,Nightpack Ambusher,Nightpack Ambusher [m20-185],Dan Scott,rare,['G'],['G'],m20,4,"['g', 'g', '2']",Creature — Wolf,1288.9999999997515,5.388760030541829,7481,,4,4,True,False,False,1031
261,261,Golden Gate Cube,Cali Cube Champ,c1af9881-e35b-4be2-8716-ea7c6664e22c,1652053254542,2022-05-08 23:40:54.542000+00:00,2019-05-03,"Domri, Anarch of Bolas","Domri, Anarch of Bolas [war-191]",Raymond Swanland,rare,"['G', 'R']","['G', 'R']",war,3,"['g', 'r', '1']",Legendary Planeswalker — Domri,1243.0999999999226,5.33257458977425,7403,3,,,False,False,True,1101
262,262,Golden Gate Cube,Cali Cube Champ,7ea4b5bc-18a4-45db-a56a-ab3f8bd2fb0d,1655953415740,2022-06-23 03:03:35.740000+00:00,2022-04-29,Ledger Shredder,Ledger Shredder [snc-46],Mila Pesic,rare,['U'],['U'],snc,2,"['u', '1']",Creature — Bird Advisor,1446.4000000001183,3.717603330788181,5161,,1,3,True,False,False,55
263,263,Golden Gate Cube,Cali Cube Champ,701256d5-1389-48b7-9581-d6037209bd06,1655953415740,2022-06-23 03:03:35.740000+00:00,2021-06-18,Subtlety,Subtlety [mh2-67],Anastasia Ovchinnikova,mythic,['U'],['U'],mh2,4,"['u', 'u', '2']",Creature — Elemental Incarnation,1357.3999999998643,2.8899485687119126,4012,,3,3,True,False,False,370
264,264,Golden Gate Cube,Cali Cube Champ,1400155f-8911-45fd-aab2-998c8a28292c,1655953415740,2022-06-23 03:03:35.740000+00:00,2020-04-24,Voracious Greatshark,Voracious Greatshark [iko-70],Mathias Kollros,rare,['U'],['U'],iko,5,"['u', 'u', '3']",Creature — Shark,1292.199999999925,2.9036347658219643,4031,,5,4,True,False,False,790
265,265,Golden Gate Cube,Cali Cube Champ,488ee202-0d28-4cc0-8a7d-644d9878e952,1655953415740,2022-06-23 03:03:35.740000+00:00,2022-02-18,Virus Beetle,Virus Beetle [neo-128],Dan Scott,common,['B'],['B'],neo,2,"['b', '1']",Artifact Creature — Insect,1297.800000000027,1.5357353809805079,2132,,1,1,True,False,False,125
266,266,Golden Gate Cube,Cali Cube Champ,ae154e64-f626-45fb-bd52-840c1c27b2d3,1655953415740,2022-06-23 03:03:35.740000+00:00,2021-11-19,Voldaren Epicure,Voldaren Epicure [vow-182],Martina Fackova,common,['R'],['R'],vow,1,['r'],Creature — Vampire,1319.3000000001396,3.010243038047628,4179,,1,1,True,False,False,216
267,267,Golden Gate Cube,Cali Cube Champ,6fb623e9-384e-41bb-b3af-f593212a0e77,1655953415740,2022-06-23 03:03:35.740000+00:00,2022-04-29,Titan of Industry,Titan of Industry [snc-289],Dominik Mayer,mythic,['G'],['G'],snc,7,"['g', 'g', 'g', '4']",Creature — Elemental,1313.300000000134,1.9225505308803827,2669,,7,7,True,False,False,55
268,268,Golden Gate Cube,Cali Cube Champ,e49ff5f6-804c-4f8e-a3d6-3cc96837ff6b,1655953415740,2022-06-23 03:03:35.740000+00:00,2012-09-07,Life from the Loam,Life from the Loam [ddj-69],Terese Nielsen,rare,['G'],['G'],ddj,2,"['g', '1']",Sorcery,1306.4999999997906,8.648235921225131,12006,,,,False,False,False,3576
269,269,Golden Gate Cube,Cali Cube Champ,45de923f-fdab-460c-96f4-f62aefa9ad73,1655953415740,2022-06-23 03:03:35.740000+00:00,2013-09-27,Prophet of Kruphix,Prophet of Kruphix [ths-199],Winona Nelson,rare,"['G', 'U']","['G', 'U']",ths,5,"['u', 'g', '3']",Creature — Human Wizard,1237.4999999998242,3.193926209787792,4434,,2,3,True,False,False,3191
270,270,Golden Gate Cube,Cali Cube Champ,c84db1e2-855c-4169-a9cc-a54c73c14e0c,1655953415740,2022-06-23 03:03:35.740000+00:00,2022-02-18,Oni-Cult Anvil,Oni-Cult Anvil [neo-230],Yeong-Hao Han,uncommon,"['B', 'R']","['B', 'R']",neo,2,"['r', 'b']",Artifact,1219.0999999999826,2.4563122181723887,3410,,,,False,False,False,125
271,271,Golden Gate Cube,Cali Cube Champ,be533558-3b16-4df0-a0ca-faa1ebf2e641,1655953415740,2022-06-23 03:03:35.740000+00:00,2022-06-10,Noble's Purse,Noble's Purse [clb-331],José Parodi,uncommon,[],[],clb,2,['2'],Artifact,1311.6999999999725,0.8190108481120252,1137,,,,False,False,False,13
272,272,Golden Gate Cube,Cali Cube Champ,915d2f5f-b228-4190-ade9-52e2a8056847,1657076941169,2022-07-06 03:09:01.169000+00:00,2015-03-27,Secure the Wastes,Secure the Wastes [dtk-36],Scott Murphy,rare,['W'],['W'],dtk,1,"['w', 'x']",Instant,1243.999999999943,6.796997680549753,9436,,,,False,False,False,2658
273,273,Golden Gate Cube,Cali Cube Champ,5649ee5a-4485-40a2-96d1-2e061905a71e,1684768707203,2023-05-22 15:18:27.203000+00:00,2022-11-18,Lay Down Arms,Lay Down Arms [bro-11],Liiga Smilshkalne,uncommon,['W'],['W'],bro,1,['w'],Sorcery,1295.6000000000095,0.567617016985291,788,,,,False,False,False,185
274,274,Golden Gate Cube,Cali Cube Champ,86a4c348-1012-4339-960a-c7bc7fd84fbb,1657076941169,2022-07-06 03:09:01.169000+00:00,2021-02-05,Clarion Spirit,Clarion Spirit [khm-6],Anastasia Ovchinnikova,uncommon,['W'],['W'],khm,2,"['w', '1']",Creature — Spirit,1308.4000000001126,4.434327863656664,6156,,2,2,True,False,False,516
275,275,Golden Gate Cube,Cali Cube Champ,1da4d4f3-b3cb-4b61-81b8-06ae441c41bf,1657076941169,2022-07-06 03:09:01.169000+00:00,2020-04-24,Shark Typhoon,Shark Typhoon [iko-67],Caio Monteiro,rare,['U'],['U'],iko,6,"['u', '5']",Enchantment,1402.5000000003176,9.707835708008586,13477,,,,False,False,False,803
276,276,Golden Gate Cube,Cali Cube Champ,8725f4c4-fad7-460e-b86c-ff81674f0980,1657076941169,2022-07-06 03:09:01.169000+00:00,2022-04-29,Slip Out the Back,Slip Out the Back [snc-62],Zara Alfonso,uncommon,['U'],['U'],snc,1,['u'],Instant,1161.6000000000024,0.8802385720254131,1222,,,,False,False,False,68
277,277,Golden Gate Cube,Cali Cube Champ,5fa6d385-6b8e-45ad-83dc-b477799c05a5,1657076941169,2022-07-06 03:09:01.169000+00:00,2010-07-16,Grave Titan,Grave Titan [m11-97],Nils Hamm,mythic,['B'],['B'],m11,6,"['b', 'b', '4']",Creature — Giant,1335.8999999997347,13.114258136084018,18206,,6,6,True,False,False,4373
278,278,Golden Gate Cube,Cali Cube Champ,865bb1d3-5b7d-40e9-87cc-96be9524a105,1657076941169,2022-07-06 03:09:01.169000+00:00,2002-05-27,Lava Dart,Lava Dart [jud-94],Darrell Riche,common,['R'],['R'],jud,1,['r'],Instant,1268.8000000002153,3.584342990506101,4976,,,,False,False,False,7345
279,279,Golden Gate Cube,Cali Cube Champ,1cfdd410-391b-4b71-8139-f5a30653097a,1657076941169,2022-07-06 03:09:01.169000+00:00,2015-05-22,Tarmogoyf,Tarmogoyf [mm2-165],Ryan Barger,mythic,['G'],['G'],mm2,2,"['g', '1']",Creature — Lhurgoyf,1379.0999999997314,7.643380922881881,10611,,*,1+*,True,False,False,2602
280,280,Golden Gate Cube,Cali Cube Champ,65c7067d-61ec-4558-b0d4-0048d2d86743,1657076941169,2022-07-06 03:09:01.169000+00:00,2022-04-29,March of the Multitudes,March of the Multitudes [ncc-346],Zack Stella,mythic,"['G', 'W']","['G', 'W']",ncc,3,"['w', 'w', 'g', 'x']",Instant,1150.2000000000505,3.7637042052641436,5225,,,,False,False,False,68
281,281,Golden Gate Cube,Cali Cube Champ,e12283da-3b85-4d9f-af11-5ebc2bc5e6c8,1657076941169,2022-07-06 03:09:01.169000+00:00,2021-10-15,Spell Queller,Spell Queller [q06-10],Adam Paquette,rare,"['U', 'W']","['U', 'W']",q06,3,"['u', 'w', '1']",Creature — Spirit,1276.9000000000826,6.3201417601890135,8774,,2,3,True,False,False,264
282,282,Golden Gate Cube,Cali Cube Champ,e6504f35-2b68-4bc8-bad9-1d68bb797e49,1657076941169,2022-07-06 03:09:01.169000+00:00,2014-06-06,Mirari's Wake,Mirari's Wake [cns-189],Volkan Baǵa,mythic,"['G', 'W']","['G', 'W']",cns,5,"['w', 'g', '3']",Enchantment,1251.7999999997808,7.931511388356648,11011,,,,False,False,False,2952
283,283,Golden Gate Cube,Cali Cube Champ,a3f82012-5c33-47bc-a3c8-56ae2eea1fb9,1657077137314,2022-07-06 03:12:17.314000+00:00,2018-04-27,Dauntless Bodyguard,Dauntless Bodyguard [dom-14],Manuel Castañón,uncommon,['W'],['W'],dom,1,['w'],Creature — Human Knight,1230.7000000001422,12.650368086669644,17562,,2,1,True,False,False,1531
284,284,Golden Gate Cube,Cali Cube Champ,ee7d035f-184f-4067-876a-1d26cb8d3fa2,1657255270380,2022-07-08 04:41:10.380000+00:00,2018-06-08,Eternal Witness,Eternal Witness [cm2-136],Terese Nielsen,uncommon,['G'],['G'],cm2,3,"['g', 'g', '1']",Creature — Human Shaman,1344.2000000014914,21.87270396035325,30365,,2,1,True,False,False,1491
285,285,Golden Gate Cube,Cali Cube Champ,025af99f-a029-4f99-9c76-676b68821520,1657385773195,2022-07-09 16:56:13.195000+00:00,2016-07-22,Grim Flayer,Grim Flayer [emn-184],Mathias Kollros,mythic,"['B', 'G']","['B', 'G']",emn,2,"['g', 'b']",Creature — Human Warrior,1231.4000000000665,4.61512973074208,6407,,2,2,True,False,False,2178
286,286,Golden Gate Cube,Cali Cube Champ,d96198a7-dd19-4940-bf8f-23135011fc84,1657385845508,2022-07-09 16:57:25.508000+00:00,2021-07-23,Shambling Ghast,Shambling Ghast [afr-119],Dave Kendall,common,['B'],['B'],afr,1,['b'],Creature — Zombie,1268.3000000001318,3.5108697218100358,4874,,1,1,True,False,False,351
287,287,Golden Gate Cube,Cali Cube Champ,359d1b13-6156-43b0-a9a7-6bfff36c1a91,1657386157304,2022-07-09 17:02:37.304000+00:00,2016-04-08,Thing in the Ice,Thing in the Ice [soi-92],Svetlin Velinov,rare,['U'],['U'],soi,2,"['u', '1']",Creature — Horror,1363.200000000151,8.400443720916831,11662,,0,4,True,False,False,2283
288,288,Golden Gate Cube,Cali Cube Champ,801dd9c6-b159-4e1c-af2c-214c1f573633,1657403733855,2022-07-09 21:55:33.855000+00:00,2019-01-25,Hydroid Krasis,Hydroid Krasis [rna-183],Jason Felix,mythic,"['G', 'U']","['G', 'U']",rna,2,"['u', 'g', 'x']",Creature — Jellyfish Hydra Beast,1361.5000000005389,10.240877069136905,14217,,0,0,True,False,False,1261
289,289,Golden Gate Cube,Cali Cube Champ,dea8c9f0-cec9-4ba4-b8df-6e52f2d77dff,1657404340644,2022-07-09 22:05:40.644000+00:00,2022-04-29,Ziatora's Proving Ground,Ziatora's Proving Ground [snc-295],Dominik Mayer,rare,"['B', 'G', 'R']",[],snc,0,[''],Land — Swamp Mountain Forest,1373.3000000003651,4.356532637978477,6048,,,,False,True,False,71
290,290,Golden Gate Cube,Cali Cube Champ,e4bb5f59-2a63-421b-94a1-4cbef00f0c7e,1657404340644,2022-07-09 22:05:40.644000+00:00,2022-04-29,Jetmir's Garden,Jetmir's Garden [snc-291],Dominik Mayer,rare,"['G', 'R', 'W']",[],snc,0,[''],Land — Mountain Forest Plains,1329.800000000491,4.403353838618126,6113,,,,False,True,False,71
291,291,Golden Gate Cube,Cali Cube Champ,9412a7ce-ffaa-4224-8434-c326280283a8,1657404340644,2022-07-09 22:05:40.644000+00:00,2022-04-29,Xander's Lounge,Xander's Lounge [snc-294],Dominik Mayer,rare,"['B', 'R', 'U']",[],snc,0,[''],Land — Island Swamp Mountain,1441.5999999999483,4.419921340382925,6136,,,,False,True,False,71
292,292,Golden Gate Cube,Cali Cube Champ,7363f1fb-9af3-4212-921f-d59533faf0e5,1657404340644,2022-07-09 22:05:40.644000+00:00,2022-04-29,Spara's Headquarters,Spara's Headquarters [snc-257],Kieran Yanner,rare,"['G', 'U', 'W']",[],snc,0,[''],Land — Forest Plains Island,1375.6000000003378,4.417760361891864,6133,,,,False,True,False,71
293,293,Golden Gate Cube,Cali Cube Champ,eaa23075-d826-4654-9d5e-993c9824593d,1657404340644,2022-07-09 22:05:40.644000+00:00,2022-04-29,Raffine's Tower,Raffine's Tower [snc-292],Dominik Mayer,rare,"['B', 'U', 'W']",[],snc,0,[''],Land — Plains Island Swamp,1421.8000000001507,4.439370146802472,6163,,,,False,True,False,71
294,294,Golden Gate Cube,Cali Cube Champ,2b74bb81-fb9a-40e5-a941-e517430b52f5,1657404340644,2022-07-09 22:05:40.644000+00:00,2020-04-24,Indatha Triome,Indatha Triome [iko-248],Noah Bradley,rare,"['B', 'G', 'W']",[],iko,0,[''],Land — Plains Swamp Forest,1314.100000000032,8.46599340181234,11753,,,,False,True,False,806
295,295,Golden Gate Cube,Cali Cube Champ,cc520518-2063-4b57-a0d4-10cf62a7175e,1657404340644,2022-07-09 22:05:40.644000+00:00,2020-04-24,Zagoth Triome,Zagoth Triome [iko-259],Eytan Zana,rare,"['B', 'G', 'U']",[],iko,0,[''],Land — Swamp Forest Island,1403.1000000002123,8.464552749484966,11751,,,,False,True,False,806
296,296,Golden Gate Cube,Cali Cube Champ,748e6a61-9c1f-4225-9f04-e54002f63ac3,1657404340644,2022-07-09 22:05:40.644000+00:00,2020-04-24,Savai Triome,Savai Triome [iko-253],Titus Lunter,rare,"['B', 'R', 'W']",[],iko,0,[''],Land — Mountain Plains Swamp,1319.599999999903,8.41701122268163,11685,,,,False,True,False,806
297,297,Golden Gate Cube,Cali Cube Champ,02138fbb-3962-4348-8d31-faaefba0b8b2,1657404340644,2022-07-09 22:05:40.644000+00:00,2020-04-24,Raugrin Triome,Raugrin Triome [iko-251],Jonas De Ro,rare,"['R', 'U', 'W']",[],iko,0,[''],Land — Island Mountain Plains,1434.800000000086,8.450866552374915,11732,,,,False,True,False,806
298,298,Golden Gate Cube,Cali Cube Champ,a249b1f4-2b22-4b67-a207-e0c4ae95d2e1,1657404340644,2022-07-09 22:05:40.644000+00:00,2020-04-24,Ketria Triome,Ketria Triome [iko-250],Sam Burley,rare,"['G', 'R', 'U']",[],iko,0,[''],Land — Forest Island Mountain,1354.9000000001033,8.549551236800022,11869,,,,False,True,False,806
299,299,Golden Gate Cube,Cali Cube Champ,fcc887b1-299e-49f2-94ab-7c3fb24b1432,1657465400059,2022-07-10 15:03:20.059000+00:00,2007-07-13,Crucible of Worlds,Crucible of Worlds [10e-319],Ron Spencer,rare,[],[],10e,3,['3'],Artifact,1352.2000000001067,10.5715067782692,14676,,,,False,False,False,5476
300,300,Golden Gate Cube,Cali Cube Champ,eb0e0404-4846-4891-acfa-bd0951ecf9c6,1657478713078,2022-07-10 18:45:13.078000+00:00,2021-06-18,Endurance,Endurance [mh2-157],Anastasia Ovchinnikova,mythic,['G'],['G'],mh2,3,"['g', 'g', '1']",Creature — Elemental Incarnation,1317.9000000006463,3.394176883292755,4712,,3,4,True,False,False,387
301,301,Golden Gate Cube,Cali Cube Champ,8000c8f8-d4c3-4dbc-a73e-9b82b0478061,1657478713078,2022-07-10 18:45:13.078000+00:00,1994-04-01,Wild Growth,Wild Growth [3ed-230],Mark Poole,common,['G'],['G'],3ed,1,['g'],Enchantment — Aura,1305.2999999997144,7.082246841369773,9832,,,,False,False,False,10327
302,302,Golden Gate Cube,Cali Cube Champ,27851834-688f-4929-967d-dfa015194f7f,1657478713078,2022-07-10 18:45:13.078000+00:00,2022-04-29,Workshop Warchief,Workshop Warchief [snc-165],Zoltan Boros,rare,['G'],['G'],snc,5,"['g', 'g', '3']",Creature — Rhino Warrior,1264.1000000000909,1.10065837811361,1528,,5,3,True,False,False,72
303,303,Golden Gate Cube,Cali Cube Champ,ff0a769c-6602-4f6f-a388-f5aa15fb3c90,1657486510687,2022-07-10 20:55:10.687000+00:00,2018-01-19,Pride of Conquerors,Pride of Conquerors [rix-17],Tomasz Jedruszek,uncommon,['W'],['W'],rix,2,"['w', '1']",Instant,1177.3999999999853,0.9263394465013758,1286,,,,False,False,False,1633
304,304,Golden Gate Cube,Cali Cube Champ,746d56ef-7ac5-403b-bca3-1cd267de97df,1657486510687,2022-07-10 20:55:10.687000+00:00,2013-06-07,"Elspeth, Knight-Errant","Elspeth, Knight-Errant [mma-13]",Volkan Baǵa,mythic,['W'],['W'],mma,4,"['w', 'w', '2']",Legendary Planeswalker — Elspeth,1307.4000000006522,7.792488438765073,10818,4,,,False,False,True,3320
305,305,Golden Gate Cube,Cali Cube Champ,31415b9b-fb30-4132-a9a3-795b4573a901,1657601607246,2022-07-12 04:53:27.246000+00:00,1997-10-14,Cursed Scroll,Cursed Scroll [tmp-281],D. Alexander Gregory,rare,[],[],tmp,1,['1'],Artifact,1297.4999999999322,2.196994799245098,3050,,,,False,False,False,9037
306,306,Golden Gate Cube,Cali Cube Champ,dc595c63-af05-4c05-80e8-e1a90df26b0f,1657723494725,2022-07-13 14:44:54.725000+00:00,2015-05-22,Remand,Remand [mm2-55],Zoltan Boros,uncommon,['U'],['U'],mm2,2,"['u', '1']",Instant,1492.90000000263,15.32710011093023,21278,,,,False,False,False,2609
307,307,Golden Gate Cube,Cali Cube Champ,5047e271-fbf1-402c-9eb9-0806e5988f76,1657723494725,2022-07-13 14:44:54.725000+00:00,2006-05-05,Utopia Sprawl,Utopia Sprawl [dis-99],Ron Spears,common,['G'],['G'],dis,1,['g'],Enchantment — Aura,1363.300000000159,7.968248022704681,11062,,,,False,False,False,5913
308,308,Golden Gate Cube,Cali Cube Champ,b7d6b117-0c14-4455-92fc-29555ee75d97,1657723494725,2022-07-13 14:44:54.725000+00:00,2012-07-13,Arbor Elf,Arbor Elf [m13-160],rk post,common,['G'],['G'],m13,1,['g'],Creature — Elf Druid,1350.4000000006824,14.76596602941812,20499,,1,1,True,False,False,3652
309,309,Golden Gate Cube,Cali Cube Champ,eeee9597-674f-4f72-90f4-5491f4432ec5,1657900955392,2022-07-15 16:02:35.392000+00:00,2010-07-16,Sunpetal Grove,Sunpetal Grove [m11-228],Jason Chan,rare,"['G', 'W']",[],m11,0,[''],Land,1212.7999999998608,8.238370334087275,11437,,,,False,True,False,4382
310,310,Golden Gate Cube,Cali Cube Champ,f99375bc-7465-4f20-897c-1bc61f65de61,1657900955392,2022-07-15 16:02:35.392000+00:00,2011-07-15,Dragonskull Summit,Dragonskull Summit [m12-225],Jon Foster,rare,"['B', 'R']",[],m12,0,[''],Land,1318.4999999996728,8.96157780242894,12441,,,,False,True,False,4018
311,311,Golden Gate Cube,Cali Cube Champ,ddb09397-c3cc-4ecc-aef7-bee4dfa6957f,1657900955392,2022-07-15 16:02:35.392000+00:00,2010-07-16,Drowned Catacomb,Drowned Catacomb [m11-224],Dave Kendall,rare,"['B', 'U']",[],m11,0,[''],Land,1332.2000000003563,8.46167144483022,11747,,,,False,True,False,4382
312,312,Golden Gate Cube,Cali Cube Champ,97879ddb-b00b-4f24-b901-af19c436b9f1,1657900955392,2022-07-15 16:02:35.392000+00:00,2021-04-23,Feldon of the Third Path,Feldon of the Third Path [c21-169],Chase Stone,mythic,['R'],['R'],c21,3,"['r', 'r', '1']",Legendary Creature — Human Artificer,1216.5000000001137,6.419546770777808,8912,,2,3,True,False,False,448
313,313,Golden Gate Cube,Cali Cube Champ,9473190f-5e96-4cf7-a0fa-a77d916acc2e,1661632688243,2022-08-27 20:38:08.243000+00:00,2018-01-19,Skymarcher Aspirant,Skymarcher Aspirant [rix-21],Winona Nelson,uncommon,['W'],['W'],rix,1,['w'],Creature — Vampire Soldier,1221.7999999999847,6.00319824816677,8334,,2,1,True,False,False,1681
314,314,Golden Gate Cube,Cali Cube Champ,7c1a7dd8-8034-4f59-a351-33666b26ff5a,1661724491360,2022-08-28 22:08:11.360000+00:00,2020-01-24,Gray Merchant of Asphodel,Gray Merchant of Asphodel [thb-99],Scott Murphy,uncommon,['B'],['B'],thb,5,"['b', 'b', '3']",Creature — Zombie,1216.0999999998342,12.577615144137265,17461,,2,4,True,False,False,947
315,315,Golden Gate Cube,Cali Cube Champ,e653437e-2e56-4443-aec5-5bb7d8860238,1661724491360,2022-08-28 22:08:11.360000+00:00,2018-12-07,Liliana of the Veil,Liliana of the Veil [uma-104],Steve Argyle,mythic,['B'],['B'],uma,3,"['b', 'b', '1']",Legendary Planeswalker — Liliana,1503.100000001735,11.945889098583839,16584,3,,,False,False,True,1360
316,316,Golden Gate Cube,Cali Cube Champ,61caf82d-e077-4931-a6ad-09fa7f04b36f,1661724491360,2022-08-28 22:08:11.360000+00:00,2016-04-08,Fiery Temper,Fiery Temper [soi-156],Johannes Voss,common,['R'],['R'],soi,3,"['r', 'r', '1']",Instant,1370.9000000003264,6.2891677351504764,8731,,,,False,False,False,2333
317,317,Golden Gate Cube,Cali Cube Champ,f11cd406-c6ae-4018-ae45-4e5577aa82ae,1661724491360,2022-08-28 22:08:11.360000+00:00,2017-04-28,Sweltering Suns,Sweltering Suns [akh-149],Raymond Swanland,rare,['R'],['R'],akh,3,"['r', 'r', '1']",Sorcery,1234.30000000018,4.285220347773472,5949,,,,False,False,False,1948
318,318,Golden Gate Cube,Cali Cube Champ,acd42ebf-6dee-44cc-a023-a7f9b67cfa2f,1661724491360,2022-08-28 22:08:11.360000+00:00,2022-04-29,Scute Swarm,Scute Swarm [ncc-310],Alex Konstad,rare,['G'],['G'],ncc,3,"['g', '2']",Creature — Insect,1286.8999999998473,3.8775157391266766,5383,,1,1,True,False,False,121
319,319,Golden Gate Cube,Cali Cube Champ,f4b8308e-53c5-4c60-b692-1d096e475268,1661724491360,2022-08-28 22:08:11.360000+00:00,2020-09-25,Blackcleave Cliffs,Blackcleave Cliffs [zne-13],Richard Wright,mythic,"['B', 'R']",[],zne,0,[''],Land,1257.0000000002333,5.776295506605391,8019,,,,False,True,False,702
320,320,Golden Gate Cube,Cali Cube Champ,23ac45cf-4dc8-47b9-8ca8-e72464f745d6,1661724491360,2022-08-28 22:08:11.360000+00:00,2021-06-18,Ornithopter of Paradise,Ornithopter of Paradise [mh2-430],Raoul Vitale,common,[],[],mh2,2,['2'],Artifact Creature — Thopter,1379.1999999986758,6.572255917479435,9124,,0,2,True,False,False,436
321,321,Golden Gate Cube,Cali Cube Champ,b34bf7fd-9fe3-43e2-8cfe-7ce7cff08afe,1661724491360,2022-08-28 22:08:11.360000+00:00,2019-10-04,Stonecoil Serpent,Stonecoil Serpent [eld-235],Mark Poole,rare,[],[],eld,0,['x'],Artifact Creature — Snake,1365.8000000002125,10.32875686110671,14339,,0,0,True,False,False,1059
322,322,Golden Gate Cube,Cali Cube Champ,b06078ce-f534-4e16-9a70-d51620a33eb2,1662043874031,2022-09-01 14:51:14.031000+00:00,2013-09-27,Gray Merchant of Asphodel,Gray Merchant of Asphodel [ths-89],Robbie Trevino,common,['B'],['B'],ths,5,"['b', 'b', '3']",Creature — Zombie,1216.0999999998342,12.577615144137265,17461,,2,4,True,False,False,3261
323,323,Golden Gate Cube,Cali Cube Champ,ff8086cd-b868-4f4e-823e-2635ad7ebc07,1662043874031,2022-09-01 14:51:14.031000+00:00,2016-09-30,"Chandra, Torch of Defiance","Chandra, Torch of Defiance [kld-110]",Magali Villeneuve,mythic,['R'],['R'],kld,4,"['r', 'r', '2']",Legendary Planeswalker — Chandra,1428.8000000012414,13.248238802529785,18392,4,,,False,False,True,2162
324,324,Golden Gate Cube,Cali Cube Champ,ca5817ce-a8ba-4007-b8ca-6d39a421a9bc,1662075736777,2022-09-01 23:42:16.777000+00:00,2022-07-08,Heroic Reinforcements,Heroic Reinforcements [2x2-226],Scott Murphy,uncommon,"['R', 'W']","['R', 'W']",2x2,4,"['w', 'r', '2']",Sorcery,1181.700000000016,5.556596026680881,7714,,,,False,False,False,55
325,325,Golden Gate Cube,Cali Cube Champ,f3537373-ef54-4578-9d05-6216420ee349,1665423435369,2022-10-10 17:37:15.369000+00:00,2021-06-18,Esper Sentinel,Esper Sentinel [mh2-12],Eric Deschamps,rare,['W'],['W'],mh2,1,['w'],Artifact Creature — Human Soldier,1450.5999999992187,7.730540388687998,10732,,1,1,True,False,False,479
